article_title	article_author	article_publication_date	article_content
Jokowi di Munas Golkar: Kalau Lihat Pohon Beringin Bawaannya Adem	Ori Salfian - 20DETIK	11,384 Views | Rabu, 21 Agu 2024 21:45 WIB	Presiden Joko Widodo (Jokowi) mengaku senang menghadiri penutupan Munas Golkar. Ia pun memuji kontribusi Golkar untuk Indonesia.
Ribka Tjiptaning PDIP soal Pidato Jokowi: Aku Cuma Ketawa	Isal Mawardi - detikNews	Jumat, 16 Agu 2024 14:43 WIB	"Ketua DPP PDIP Ribka Tjiptaning menyoroti pidato kenegaraan Presiden Joko Widodo (Jokowi) di Sidang Tahunan MPR/DPR/DPD 2024. Ribka hanya bisa tertawa mendengar pidato Jokowi.
""Kalau aku cuma ketawa ketika Pak Jokowi ngomong,"" ujar Ribka di gedung MPR/DPR, Jakarta, Jumat (16/8/2024). Ribka menjawab pertanyaan wartawan soal pidato kenegaraan Jokowi.
Menurut Ribka, Jokowi-lah penyebab kondisi Indonesia menjadi karut-marut. ""Pak Jokowi menciptakan gelombang,"" katanya.
""Sehingga menjadi karut-marut seperti ini, kan Pak Jokowi yang menciptakan gelombang, bukan kita bisa mengatasi gelombang, dia yang menciptakan gelombang,"" imbuhnya.
PDIP, kata dia, tidak akan mengingatkan Jokowi terkait pernyataan-pernyataannya. Jokowi, kata Ribka, tak perlu lagi diingatkan.
""Nggak usah, nggak usah diingatkan. Beliau kan sudah cukup tua, cukup dewasa, cukup mengerti, apalagi kalau sebagai kader partai tahulah kiat-kiatnya apa yang harus tidak bisa dilanggar. Ngapain diingatin, kayak saya nih kader partai, aku tahu diri, aku nggak boleh begini, aku nggak boleh begitu,"" ucap Ribka.
""Nanti dalam kongres sajalah (diingatkan),"" pungkasnya.
Simak Video 'Jokowi: Mohon Maaf untuk Hati yang Mungkin Kecewa':

[Gambas:Video 20detik]"
Jokowi: Saya Lihat Medsos yang Ramai Tetap Si Tukang Kayu	Yumna Nur - 20DETIK	40,523 Views | Rabu, 21 Agu 2024 22:36 WIB	Presiden Jokowi mengatakan dirinya memantau media sosial seusai putusan MK terkait Pilkada. Ia menyebut bahwa tetap saja yang ramai adalah pembahasan terkait si tukang kayu.
Jokowi dan Prabowo Bakal Hadiri Munas Golkar Hari Ini	Adrial akbar - detikNews	Rabu, 21 Agu 2024 11:01 WIB	"Musyawarah Nasional (Munas) Golkar lanjut digelar di JCC, Senayan, Jakarta, hari ini. Golkar menyebutkan Presiden Joko Widodo (Jokowi) dan Menteri Pertahanan sekaligus Presiden terpilih Prabowo Subianto akan hadir hari ini.
""Yes, confirmed kemudian yang hadir Presiden Jokowi dan Presiden terpilih Pak Prabowo. Yang pasti Presiden datang, dua-duanya (Jokowi dan Prabowo), ketua partai juga,"" kata Ketua Sidang Munas Golkar Adies Kadir di JCC, Senayan, Rabu (21/8/2024).
Adies menyebutkan Menko Perekonomian sekaligus mantan Ketum Golkar Airlangga Hartarto serta Wakil Presiden ke-10 dan ke-12 Jusuf Kalla (JK) juga telah diundang. ""Pak Airlangga diundang, Pak JK diundang,"" katanya.
Adies mengatakan Munas hari ini mengagendakan penyampaian visi misi calon ketua umum (caketum) Bahlil Lahadalia kepada peserta Munas. Munas Golkar bakal menetapkan Bahlil sebagai ketua umum secara aklamasi.
""Yes, jadi jam 10.00 WIB kita mulai prosesi pemilihan dan penetapan ketum dari caketum untuk ketua umum definitif, dan nanti kita mulai pada jam 10.00 WIB tersebut, ada visi misi, kemudian kami memeriksa data-datanya finalisasi, sudah beres semua,"" kata Adies.
Sebelumnya, Sekretaris Sidang Munas Golkar Ace Hasan Syadzily menyampaikan pihaknya melanjutkan acara Munas pada hari ini. Munas diawali dengan agenda rapat oleh tiga komisi.
""Pagi ini kegiatan Munas akan rapat komisi-komisi yang terdiri atas 3 komisi, Komis Organisasi, Komisi Program Umum Partai Golkar, dan Komisi Pernyataan Politik dan Rekomendasi,"" kata Ace kepada wartawan.
""Dilanjutkan penetapan Ketua Umum Terpilih, Bapak Bahlil Lahadalia, yang merupakan satu-satunya Caketum Partai Golkar yang memenuhi persyaratan, terutama dukungan dari 30% pemilik suara Munas,"" imbuhnya."
Jokowi Pakai Kemeja Kuning di Penutupan Munas Golkar	Yumna Khan - 20DETIK	8,849 Views | Rabu, 21 Agu 2024 19:54 WIB	Presiden Joko Widodo hadir dalam penutupan Munas XI Partai Golkar yang digelar di Jakarta Convention Center (JCC). Jokowi terlihat hadir mengenakan kemeja kuning.
Habiburokhman Balas Ribka PDIP: Pak Jokowi Salah Satu Presiden Terbaik	Firda Cynthia Anggrainy - detikNews	Jumat, 16 Agu 2024 16:29 WIB	"Ketua DPP PDIP Ribka Tjiptaning mengomentari permintaan maaf Presiden Joko Widodo (Jokowi) dalam pidato kenegaraannya di sidang tahunan MPR dengan menganggapnya terbiasa muka melas. Wakil Ketua Umum (Waketum) Gerindra Habiburokhman meminta Ribka move on dan menyebut Jokowi sebagai salah satu presiden terbaik.
""Harusnya kawan-kawan move on lah, kita jangan pelihara prasangka buruk. Pak Jokowi salah satu presiden terbaik yang pernah kita punya,"" kata Habiburokhman kepada wartawan, Jumat (16/8/2024).
Habiburokhman menilai Jokowi telah memiliki capaian yang luar biasa dalam kepemimpinannya. Namun, menurutnya, Jokowi tetap rendah hati untuk menyampaikan permohonan maaf.
""Capaian beliau sangat luar biasa, tetapi beliau tetap rendah hati dan berbesar hati untuk meminta maaf kalau ada yang belum sempurna,"" ujarnya.
Habiburokhman meminta berbagai pihak tidak mengungkit rivalitas di pilpres 2024. Dia meminta semua pihak bersatu.
""Lupakan sengitnya kontestasi pilpres kemarin. Jangan berlarut-larut dengan kesedihan, ayo bangkit dan bersatu,"" kata dia.
Sebelumnya, Jokowi meminta maaf di sidang tahunan MPR 2024. Ketua DPP PDIP Ribka Tjiptaning mengatakan Jokowi terbiasa muka melas.
""Maaf mah boleh ya kan. Pak Jokowi mah biasa ya muka melas maaf-maaf gitu. Aku nggak tepuk tangan. Aku udah biasa sih,"" ujar Ribka di gedung MPR/DPR, Jakarta, Jumat (16/8). Ribka menjawab pertanyaan wartawan apakah dia akan memaafkan Jokowi.
Ribka lalu mengungkit momen ketika Ketum PDIP Megawati Soekarnoputri memintanya mengajak Jokowi berkampanye, baik di Solo maupun saat di Jakarta. Ribka tak menyangka Jokowi kini berubah total.
Simak juga Video 'Puan soal Jokowi Minta Maaf: Tak Ada Manusia yang Sempurna':

[Gambas:Video 20detik]"
Alasan Jokowi Kumpulkan TNI-Polri di IKN: Lihat Progres Kota Masa Depan	Isal Mawardi - detikNews	Kamis, 12 Sep 2024 13:56 WIB	"Presiden Joko Widodo (Jokowi) mengumpulkan pejabat TNI-Polri di Ibu Kota Negara (IKN) Nusantara. Jokowi ingin pejabat TNI-Polri melihat progres pembangunan IKN.
""Tiga minggu yang lalu, panglima TNI dan Kapolri menyampaikan kami ingin mengumpulkan pangdam, kapolda, damren, damdin dan kapolres dari seluruh tanah air. Saya sampaikan saya tanya 'Jakarta?', 'Nggak pak kalau bisa di IKN'. 'Kenapa harus di IKN?'. 'Karena anu pak banyak yang belum tahu IKN, hanya lihat di TV, Youtube, video, saya ingin melihat aslinya seperti apa',"" ujar Jokowi di Istana Negara, IKN, Kamis (12/9/2024).
Jokowi mengatakan IKN belum jadi sempurna. IKN membutuhkan waktu puluhan tahun agar menjadi ibu kota negara yang layak ditinggali.
""Mungkin bisa mamakan waktu 10, 15 bahkan 20 tahun, meski saya meyakini bapak presiden terpilih pernah menyampaikan ke saya 'akan saya percepat pak',"" kata Jokowi.
Selain ingin mengajak pejabat TNI-Polri melihat lebih dekat IKN, Jokowi ingin semuanya melihat progres kota masa depan. Ia percaya pejabat TNI-Polri akan membawa pulang semangat transformasi ke daerah masing-masing.
""Kenapa saya mengajak untuk pertemuannya di IKN, yang pertama memang saya ingin saudara-saudara semua melihat IKN, melihat progres kota masa depan itu seperti apa, melihat semangat transformasi itu seperti apa, agar apa? agar semangat transformasi itu bisa bapak ibu bawa pulang ke daerah, ke wilyah, untuk dikembangkan di daerah masing-masing,"" terang Jokowi.
""Baik karena di sini gedungnya harus green building, transportasinya harus transportasi hijau, pemakaian listrik juga dari energi hijau, itu lah masa depan dunia, dunia semua menuju semua ke sana, kita juga ingin menuju ke sana tapi mendahului dari yang lain,"" lanjutnya.

Simak Video: Jokowi Kumpulkan TNI-Polri di IKN: Saya Ingin Semua Melihat Kota Masa Depan

[Gambas:Video 20detik]"
Jokowi Rombak Kabinet Lagi, Pengusaha: Diperlukan Untuk Mendukung Transisi	Shafira Cendra Arini - detikFinance	Senin, 19 Agu 2024 11:29 WIB	"Kamar Dagang dan Industri (Kadin) Indonesia menyambut baik pelantikan sejumlah menteri, wakil menteri, hingga kepala badan oleh Presiden Joko Widodo (Jokowi) pagi ini, Senin (19/8/2024).
Ketua Umum Kadin Indonesia, Arsjad Rasjid mengatakan, Kadin siap untuk berkolaborasi dan memberikan dukungannya terhadap para pihak yang baru dilantik dalam menjalankan tugasnya.
""Sebagai organisasi wadah perwakilan dunia usaha, kami siap berkolaborasi dan mendukung para menteri dan kepala badan dalam menjalankan tugas mereka dalam mendorong pertumbuhan ekonomi nasional,"" kata Arsjad, dalam keterangan tertulis.
Sebagai mitra strategis pemerintah dalam perekonomian, lanjut Arsjad, Kadin melihat langkah pengangkatan ini penting dalam mempersiapkan dan mendukung transisi pemerintahan.
""Kadin Indonesia sebagai mitra strategis pemerintah dalam perekonomian melihat pengangkatan Menteri, Wakil Menteri dan Kepala Badan diperlukan untuk mempersiapkan dan mendukung transisi pemerintahan agar berjalan dengan baik, lancar, dan efektif,"" ujarnya.
Selain itu, dunia usaha mendukung stabilitas transisi pemerintahan terpilih agar menjaga iklim usaha yang kondusif. Harapannya, hal ini dapat memberikan kepastian bagi para pelaku usaha dan investor untuk menjalankan roda perekonomian nasional.
""Kami percaya bahwa dengan sinergi dan kerja sama yang kuat antara pemerintah dan dunia usaha, Indonesia akan semakin tangguh dalam menghadapi tantangan global dan terus bergotong royong untuk Indonesia Maju, khususnya mencapai pertumbuhan ekonomi 8% dan visi Indonesia Emas 2045,"" pungkasnya.
Sebagai tambahan informasi, pagi hari ini Jokowi melakukan reshuffle Kabinet Indonesia Maju. Posisi Menteri ESDM menjadi salah satu yang menjadi sasaran rotasi oleh Jokowi. Posisi menteri yang awalnya diduduki Arifin Tasrif itu digantikan oleh Bahlil Lahadalia yang menjabat sebagai Menteri Investasi/Kepala BKPM.
Selanjutnya, posisi Menteri Investasi/Kepala BKPM akhirnya diisi oleh Rosan Roeslani. Lalu Jokowi juga mengangkat Angga Raka sebagai Wakil Menteri Komunikasi dan Informatika.
Selain menteri dan wakil menteri, Jokowi juga melantik sejumlah pihak sebagai kepala badan. Pertama ialah pelantikan Kepala Kantor Komunikasi Kepresidenan Hasan Nasbi, lalu ada Kepala Badan Gizi Nasional Dadan Hindayana, dan Kepala Badan Pengawas Obat dan Makanan Taruna lkrar."
Daftar 7 Posisi Kabinet yang Akan Dilantik Jokowi Hari Ini	Dwi Andayani - detikSumbagsel	Senin, 19 Agu 2024 09:25 WIB	"Presiden Joko Widodo (Jokowi) melakukan reshuffle atau perombakan kabinet. Sebanyak 7 posisi yang akan dilantik Jokowi hari ini. Siapa saja?
Pelantikan akan dilakukan di Istana Negara, Jakarta, Senin (19/8/2024) pukul 09.30 WIB. Para menteri dan keluarga terkait diundang dalam pelantikan.
Sejumlah nama baru yang santer masuk kabinet sudah terlihat datang jelang pelantikan di Istana Negara, Jakarta. Ada Rosan Roeslani, Hasan Nasbi, Angga Raka Prabowo, hingga Supratman Andi Agtas
""Hari ini, Senin, tanggal 19 Agustus 2024, pukul 09.30 WIB, Bp. Presiden diagendakan akan melantik beberapa Menteri, Wakil Menteri dan beberapa Kepala Badan di Istana Negara,"" ujar Koordinator Stafsus Presiden Ari Dwipayana kepada wartawan, Senin (20/8/2024).
7 posisi yang akan dilantik terdiri dari Menteri, Wamen dan Kepala Badan. Berikut daftar posisi yang akan dilantik Jokowi hari ini.
1.⁠ ⁠Menkumham2.⁠ ⁠⁠MenESDM3.⁠ ⁠⁠MenInvetasi4.⁠ ⁠⁠Wamen Kominfo5.⁠ ⁠⁠Kepala Badan Gizi Nasional6.⁠ ⁠⁠Kepala Kantor Komunikasi Kepresidenan7.⁠ ⁠⁠Kepala BPOM
Kabar reshuffle ini sebelumnya dibenarkan Menteri Hukum dan HAM Yasonna Laoly. Yasonna juga mengakui menjadi salah satu menteri yang direshuffle Jokowi hari ini.
""Iya, benar,"" ujar Yasonna saat dikonfirmasi detikcom, Minggu (18/8/2024).
Kursi politikus PDIP itu disebut akan digantikan oleh politikus Gerindra. Nama yang santer adalah Supratman Andi Agtas.
Menteri ESDM Arifin Tasrif dikabarkan akan diganti Bahlil Lahadalia yang saat ini menjabat sebagai Menteri Investasi. Sementara posisi Menteri Investasi akan diisi oleh Rosan Roeslani yang sebelumnya adalah Ketua Tim Kampanye Nasional Prabowo-Gibran."
Jokowi Reshuffle Kabinet Hari Ini: Menkumham hingga Menteri ESDM	Isal Mawardi - detikNews	Senin, 19 Agu 2024 06:04 WIB	"Presiden Jokowi melakukan reshuffle kabinet hari ini. Posisi yang direshuffle yakni Menteri Hukum dan HAM (Menkumham) hingga Menteri Energi dan Sumber Daya Mineral (ESDM).
""Hari ini, Senin, tanggal 19 Agustus 2024, pukul 09.30 WIB, Bp. Presiden diagendakan akan melantik beberapa Menteri, Wakil Menteri dan beberapa Kepala Badan di Istana Negara,"" ujar Koordinator Stafsus Presiden Ari Dwipayana kepada wartawan, Senin (20/8/2024).
Adapun Menteri dan Kepala Badan yang akan dilantik Jokowi adalah sebagai berikut: Menkumham, Menteri ESDM, Menteri Investasi, tambahan Wakil Menteri Kominfo.
Selain itu, Jokowi juga akan melantik Kepala Badan Gizi Nasional, Kepala Kantor Komunikasi Kepresidenan dan Kepala Badan Pengawas Obat dan Makanan.
Ari mengatakan reshuffle kabinet diperlukan demi transisi ke pemerintahan selanjutnya di bawah Presiden terpilih RI Prabowo Subianto.
""Pengangkatan Menteri, Wakil Menteri dan Kepala Badan diperlukan untuk mempersiapkan dan mendukung transisi pemerintahan agar berjalan dengan baik, lancar dan efektif,"" sambungnya.
Sebelumnya, diketahui Informasi terkait reshuffle kabinet pada Senin 19 Agustus 2024 telah dikonfirmasi oleh sumber detikcom di pemerintahan. Kabar yang beredar ada sejumlah menteri yang direshuffle.
Yasonna Laoly sendiri dikabarkan akan kehilangan kursi Menteri Hukum dan HAM. Kursi politikus PDIP itu disebut akan digantikan oleh politikus Gerindra. Nama yang santer adalah Supratman Andi Agtas.
Menteri ESDM Arifin Tasrin dikabarkan akan diganti Bahlil Lahadalia yang saat ini menjabat sebagai Menteri Investasi. Sementara posisi Menteri Investasi akan diisi oleh Rosan Roeslani yang sebelumnya adalah Ketua Tim Kampanye Nasional Prabowo-Gibran.
Selain itu, Jokowi dikabarkan akan melantik dua orang kepala badan, salah satunya ialah kepala Badan Gizi Nasional. Badan Gizi Nasional baru dibentuk melalui Perpres 82/2024 yang diteken Jokowi pada 15 Agustus 2024.

Simak juga Video 'Zulhas Soal Isu Reshuffle: Terserah, Mau Tanggal 19, 20, Hak Presiden':

[Gambas:Video 20detik]"
Pakar Nilai Gugatan Rp 5.246 T ke Jokowi Harusnya Sasar DPR/MPR Juga	Matius Alfons Hutajulu - detikNews	Minggu, 06 Okt 2024 08:36 WIB	"Habib Rizieq bersama enam orang lainnya melayangkan gugatan perdata kepada Presiden Joko Widodo (Jokowi) senilai Rp 5.246 triliun. Pakar hukum pidana Universitas Trisaksi Abdul Fickar Hadjar menilai seharusnya Habib Rizieq juga menggugat pihak lainnya.
""Itu gugatan warga negara terhadap kepala negaranya, tidak cukup hanya menggugat lembaga kepala negara, mestinya juga menggugat institusi-institusi lain yang juga ikut memutuskan dan menyetujui utang, misalnya DPR atau MPR,"" kata Abdul Fickar saat dihubungi, Sabtu (5/10/2024).
Abdul menilai tidak mungkin Presiden Jokowi mengambil keputusan tentang utang sendirian. Selain itu, dia menyebut yang mengerti detail utang tersebut adalah Menteri Keuangan Sri Mulyani.
""Jadi gugatannya kurang pihak karena Presiden tidak mungkin mengambil keputusan tentang utang ini sendirian. Ya sebagai penanggung jawab RI memang cukup Presiden, tapi yang mengerti detail utang dan kepada siapa utangnya ya Menkeu,"" ucap dia.
Sebelumnya diberitakan, Habib Rizieq Shihab (HRS) bersama enam orang lainnya melayangkan gugatan perdata ke Presiden Joko Widodo. Dalam salah satu petitum gugatannya, pihak penggugat menuntut Jokowi selaku tergugat untuk membayar ganti rugi sebesar Rp 5.246,75 triliun. Dari mana kalkulasi angka itu muncul?
""Kalkulasinya dari utang luar negeri Indonesia sejak beliau menjabat yang diduga menimbulkan kerugian sebesar itu,"" kata pengacara HRS, Aziz Yanuar, saat dihubungi, Jumat (4/10).
Gugatan yang dilayangkan Rizieq dkk ini terdaftar di Pengadilan Negeri Jakarta Pusat. Gugatan itu dilayangkan pada 30 September 2024 dan teregister dengan nomor perkara 661/Pdt.G/2024/PN Jkt.Pst.
Aziz menjelaskan latar belakang gugatan itu dilayangkan. Dia menyebut gugatan tersebut berkaitan dengan dugaan pelanggaran kewenangan yang dilakukan Jokowi.
""Gugatannya perihal dugaan kebohongan dengan menggunakan instrumen ketatanegaraan,"" kata Aziz.

Simak Video 'Sederet Alasan Habib Rizieq dkk Gugat Rp 5.246 T ke Jokowi, Singgung Esemka':

[Gambas:Video 20detik]"
Pidato Kenegaraan Terakhir, Jokowi Ucapkan Terima Kasih ke Rakyat	Anggi Muliawati, Dwi Rahmawati, Adrial akbar, Isal Mawardi, Firda Cynthia Anggrainy - detikNews	Jumat, 16 Agu 2024 11:03 WIB	"Presiden Joko Widodo (Jokowi) menyampaikan pidato kenegaraan terakhir karena masa jabatannya akan segera berakhir. Jokowi menyampaikan terima kasih kepada seluruh rakyat Indonesia.
Pidato kenegaraan Jokowi ini disampaikan pada Sidang Tahunan MPR RI dan Sidang Bersama DPR RI-DPD RI dan Sidang Paripurna DPD RI di kompleks parlemen, Jakarta, Jumat (16/8/2024). Mulanya, Jokowi mengatakan genap sudah 10 tahun dirinya menjabat Presiden RI.
""Tahun ini, genap 10 tahun saya menjabat sebagai Presiden Republik Indonesia dan genap 5 tahun Bapak Prof Dr (HC) KH Ma'ruf Amin menjabat sebagai Wakil Presiden Republik Indonesia,"" kata Jokowi.
Jokowi mengaku tidak pernah membayangkan diberi amanah dan tanggung jawab besar untuk memimpin negeri ini. Menjadi presiden, kata Jokowi, adalah sebuah mandat yang tidak pernah ia pikirkan sebelumnya.
""Sebuah tanggung jawab dan kepercayaan besar yang tidak pernah kami bayangkan sebelumnya. Sebuah mandat dan amanah besar yang tidak pernah kami pikirkan sebelumnya,"" kata Jokowi.
Jokowi menyadari ada banyak gelombang yang dihadapi bahkan sejak di hari pertama menjabat sebagai Presiden RI. Namun Jokowi mengaku yakin dan sangat percaya bahwa dia tidak sendirian karena ada doa dan dukungan dari rakyat.
""Sejak hari pertama saya menerima amanah ini, saya sangat menyadari akan ada banyak gelombang yang harus dihadapi, akan banyak tantangan yang harus diselesaikan,"" kata Jokowi.
""Tapi sedari awal, saya juga yakin dan sangat percaya bahwa saya tidak sendirian. Ada cita-cita dan harapan masyarakat, ada dukungan dan doa dari rakyat yang selalu mengiringi dan menguatkan. Senyum, sapa, dan doa Bapak, Ibu, dan Saudara-saudara sebangsa setanah air adalah sumber kekuatan saya,"" sambungnya.
Di momen inilah, Jokowi mengatakan dirinya bersama Ma'ruf Amin menyampaikan terima kasih yang tulus kepada seluruh rakyat Indonesia. Dia menyebut rakyat selama 10 tahun ini telah bersama-samanya menapaki langkah demi langkah dan menghadapi terjadinya perubahan.
""Dan hari ini, 16 Agustus 2024, di momen terakhir saya dan Prof Dr (HC) KH Ma'ruf Amin berdiri di sini, izinkan kami menyampaikan terima kasih yang tulus. Terima kasih yang sebesar-besarnya kepada Bapak-Ibu semua. Kepada seluruh rakyat Indonesia di mana pun berada, yang selama 10 tahun ini telah dengan kuat bersama-sama melintasi tantangan demi tantangan, menapaki langkah demi langkah, dan menghadapi terjadinya perubahan demi perubahan,"" kata Jokowi.
Jokowi mengatakan berkat doa dan dukungan rakyat, Indonesia sudah di titik lontar untuk menggapai kemajuan.
""Sehingga kita sebagai sebuah bangsa yang besar bisa sampai pada titik ini. Titik yang bisa menjadi titik lontar untuk menggapai kemajuan bersama di masa yang akan datang,"" ujarnya.
Simak Video 'Jokowi: Mohon Maaf untuk Hati yang Mungkin Kecewa':

[Gambas:Video 20detik]"
			
			
Jokowi ke TNI-Polri: Seragam Anda Dampaknya Besar Jika Lakukan Hal Baik	Isal Mawardi - detikNews	Kamis, 12 Sep 2024 15:02 WIB	"Presiden Joko Widodo (Jokowi) memberikan arahan kepada pejabat TNI dan Polri di Istana Negara, Ibu Kota Negara (IKN) Nusantara. Jokowi mengatakan seragam yang dipakai polisi dan TNI sangat berdampak besar.
""Kalau kita perbaiki terus itu akan bisa naik lagi, karena seragam yang saudara kenakan itu dampaknya sangat besar sekali, jika melakukan hal baik, saudara semua akan dicintai dan dihormati rakyat,"" ujar Jokowi di Istana Negara, IKN, Kamis (12/9/2024).
Jokowi kemudian memberikan contoh hal-hal baik dan humanis yang dilakukan oleh aparat. Salah satunya adalah polisi yang mengambil rapor anak yatim di Bandung, Jawa Barat.
""Saya berikan contoh, ini hal-hal kecil tapi menjadi hal-hal humanis, polisi ngambil rapor anak yatim, ini di Bandung, TNI membantu motor mogok seorang ibu, di Pontianak, hal-hal seperti ini hal-hal yang humanis, polisi membekuk oknum bersenjata di Jakarta,"" lanjutnya.
Menurutnya, hal-hal seperti itu sangat humanis. Jokowi menilai masyarakat merasa diayomi dan dilindungi bila polisi dan TNI terus melakukan hal humanis.
""Tapi sebaliknya saudara melakukan hal buruk, maka dampak negatifnya juga akan bisa, hati-hati, misalnya ketahuan atau terlibat judi online, ada yang terlibat penganiayaan, ada yang terlibat narkoba, terlibat pelecehan, ini akibatnya (kepercayaan) institusi, kepercayaan akan turun, karena apa? Sekarang ini zaman keterbukaan, kita semua harus sadar, hal-hal yang saudara anggap sepele, bisa menjadi sesuatu yang sangat besar,"" ungkapnya.

Simak Video: Pesan Jokowi ke TNI-Polri: Perbaiki Citra Diri, Seragam Anda Dampaknya Besar

[Gambas:Video 20detik]"
Di Depan Kapolri, Jokowi Bicara Bhabin Bekuk Pria Bersajam di Jaktim	Isal Mawardi - detikNews	Kamis, 12 Sep 2024 14:48 WIB	"Presiden Joko Widodo (Jokowi) meminta polisi dan TNI terus melakukan hal-hal baik agar dicintai masyarakat. Jokowi lalu memberi contoh polisi yang sempat viral karena mengambil rapor anak yatim di Bandung, Jawa Barat.
""Kalau kita perbaiki terus itu akan bisa naik lagi karena seragam yang saudara kenakan itu dampaknya sangat besar sekali, jika melakukan hal baik, saudara semua akan dicintai dan dihormati rakyat,"" ujar Jokowi di Istana Negara, IKN, Kamis (12/9/2024).
""Saya berikan contoh, ini hal-hal kecil tapi menjadi hal-hal humanis, polisi ngambil rapor anak yatim, ini di Bandung, TNI membantu motor mogok seorang ibu, di Pontianak, hal-hal seperti ini hal-hal yang humanis, polisi membekuk oknum bersenjata di Jakarta,"" lanjutnya.
Menurutnya, hal-hal seperti itu sangat humanis. Jokowi menilai masyarakat merasa diayomi dan dilindungi bila polisi dan TNI terus melakukan hal humanis.
""Kalau sudah ada yang ambil, klik, naik, kalau yang saya beri contoh, ini semakin banyak dinaikin, maka akan semakin baik citra institusi dan kepercayaan institusi,"" kata Jokowi.
""Tapi sebaliknya saudara melakukan hal buruk, maka dampak negatifnya juga akan bisa, hati-hati, misalnya ketahuan atau terlibat judi online, ada yang terlibat penganiayaan, ada yang terlibat narkoba, terlibat pelecehan, ini akibatnya (kepercayaan) institusi, kepercayaan akan turun, karena apa? Sekarang ini zaman keterbukaan, kita semua harus sadar, hal-hal yang saudara anggap sepele, bisa menjadi sesuatu yang sangat besar,"" ungkapnya.

Simak Video: Melihat Aksi Aiptu Agus saat Lumpuhkan Pria Berpisau di Pulogadung

[Gambas:Video 20detik]"
Jokowi Ingatkan BPKP soal Pengawasan Internal: Jangan Kasih Jebakan!	Herdi Alif Al Hikam - detikFinance	Rabu, 22 Mei 2024 10:43 WIB	"Presiden Joko Widodo (Jokowi) membuka Rapat Koordinasi Pengawas Internal Pemerintah 2024. Dia meminta Badan Pengawasan Keuangan dan Pembangunan (BPKP) memperketat pengawasan internal kegiatan pemerintah.
Namun, pengawasan internal menurutnya bukan cuma soal mencari kesalahan pada sebuah kegiatan ataupun proyek, namun lebih jauh harus mencegah penyimpangan terjadi.
Jokowi juga menekankan pengawasan internal jangan sampai menjadi sebuah jebakan. Bila dari awal kekeliruan sudah terlihat, lebih baik saran diberikan ke pemerintah, sehingga penyimpangan tidak terjadi.
""Sasaran pengawasan internal sekali lagi bukan mencari kesalahan tapi cegah penyimpangan-penyimpangan, sehingga mesti diberi arahan yang benar yang mana. Diberikan tuntunan yang tepat yang mana, jangan dikasih jebakan, ada keliru didiemin aja. Diberi tahu di awal, ini keliru,"" ujar Jokowi dalam acara yang digelar di Istana Negara, Jakarta Pusat, Rabu (22/5/2024).
Jokowi menekankan pengawasan internal fokusnya bukan untuk mencari berapa banyak kesalahan dan penyimpangan tapi berapa banyak manfaat yang dirasakan rakyat dari program pemerintah.
Dia juga meminta agar pengawasan internal pemerintah tidak menjadi batu sandungan untuk mempercepat sebuah program.
""Ini tidak boleh hanya sekadar memperbanyak lampu merah. Ini nggak boleh, itu nggak boleh bukan gitu, atau menambah tanda larangan, pokoknya ini tidak bisa, ini tidak bisa. Bukan itu. Kalau itu terjadi ujung-ujungnya memperlambat padahal kita mau keretanya cepat sampai tujuan,"" ujar Jokowi.
""Kalau saking ketakutannya kereta akan berhenti di tempat, orang ditunjuk jadi pimpinan proyek gitu yang lain aja tunjuk-tunjukan,"" pungkasnya.

Lihat juga Video: Hakim Cecar Auditor BPKP soal Tanda Tangan Kontrak Sewa Satelit Artemis

[Gambas:Video 20detik]"
